MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,+/-
43.0,9,22.0,40.9,,,,2,2,100.0,,,6.0,9.0,,0.0,,2.0,20,
42.0,7,13.0,53.8,,,,5,5,100.0,1.0,0.0,1.0,7.0,3.0,0.0,,3.0,19,
37.0,7,14.0,50.0,,,,4,5,80.0,,,1.0,10.0,,0.0,,2.0,18,
45.0,6,13.0,46.2,,,,5,5,100.0,,,4.0,13.0,,0.0,,3.0,17,
35.0,7,11.0,63.6,,,,3,3,100.0,,,2.0,9.0,,0.0,,3.0,17,
41.0,7,17.0,41.2,,,,4,4,100.0,,,10.0,4.0,,0.0,,2.0,18,
34.0,5,10.0,50.0,,,,4,4,100.0,1.0,2.0,3.0,10.0,1.0,1.0,,1.0,14,
36.0,5,9.0,55.6,,,,3,3,100.0,,,5.0,5.0,,0.0,,1.0,13,
45.0,9,15.0,60.0,,,,2,2,100.0,,,6.0,10.0,,1.0,,3.0,20,
38.0,3,7.0,42.9,,,,2,2,100.0,,,2.0,8.0,,1.0,,2.0,8,
37.0,3,11.0,27.3,,,,8,8,100.0,,,5.0,7.0,,0.0,,4.0,14,
27.0,1,8.0,12.5,,,,2,2,100.0,,,2.0,6.0,,0.0,,1.0,4,
36.0,7,15.0,46.7,,,,5,7,71.4,,,7.0,9.0,,0.0,,3.0,19,
39.0,7,15.0,46.7,,,,6,6,100.0,,,3.0,1.0,,0.0,,3.0,20,
40.0,5,16.0,31.3,,,,5,6,83.3,1.0,5.0,6.0,13.0,2.0,0.0,,4.0,15,
46.0,8,21.0,38.1,,,,3,4,75.0,,,5.0,6.0,,0.0,,1.0,19,
39.0,5,12.0,41.7,,,,1,2,50.0,,,5.0,3.0,,0.0,,3.0,11,
40.0,8,18.0,44.4,,,,2,3,66.7,1.0,3.0,4.0,8.0,0.0,0.0,,2.0,18,
37.0,9,13.0,69.2,,,,6,6,100.0,0.0,0.0,0.0,2.0,,0.0,,2.0,24,
39.0,4,15.0,26.7,,,,4,6,66.7,,,4.0,5.0,0.0,0.0,,2.0,12,
23.0,5,7.0,71.4,,,,1,2,50.0,,,1.0,7.0,,0.0,,4.0,11,
45.0,8,14.0,57.1,,,,1,3,33.3,,,8.0,5.0,,0.0,,1.0,17,
34.0,5,10.0,50.0,,,,4,7,57.1,1.0,6.0,7.0,8.0,2.0,0.0,,3.0,14,
25.0,5,8.0,62.5,,,,0,0,,,,4.0,2.0,,0.0,,0.0,10,
39.0,5,17.0,29.4,,,,5,6,83.3,1.0,4.0,5.0,8.0,5.0,0.0,,0.0,15,
29.0,6,8.0,75.0,,,,0,0,,,,2.0,7.0,,0.0,,3.0,12,
31.0,5,14.0,35.7,,,,4,5,80.0,,,5.0,8.0,,0.0,,2.0,14,
39.0,5,17.0,29.4,,,,11,14,78.6,2.0,1.0,3.0,7.0,3.0,0.0,,1.0,21,
40.0,6,11.0,54.5,,,,0,0,,,,5.0,8.0,,0.0,,2.0,12,
33.0,6,12.0,50.0,,,,2,2,100.0,0.0,2.0,2.0,7.0,1.0,0.0,,2.0,14,
32.0,6,20.0,30.0,,,,4,5,80.0,,,7.0,9.0,,0.0,,0.0,16,
32.0,5,15.0,33.3,,,,2,2,100.0,1.0,7.0,8.0,7.0,0.0,0.0,,2.0,12,
36.0,9,17.0,52.9,,,,1,1,100.0,0.0,3.0,3.0,5.0,1.0,0.0,,1.0,19,
